ParameterName,default,0.5750401011691455
UpperZoneTimeConstant,9.970181381720138,22.359836643554242
LowerZoneTimeConstant,512.7697545081776,5020.0
GwPercValue,0.0154731040598912,1.1046803712551228
LZThreshold,22.17489530328873,12.392472916073233
b_Xinanjiang,4.610012847538742,0.7281107139106124
PowerPrefFlow,0.5878151571754839,4.7514172339495495
SnowMeltCoef,3.5686612465702043,4.695733699372834
CalChanMan,1.1876061966855342,1.25
CalChanMan2,2.338951009706394,3.016816087062038
LakeMultiplier,1.1526924205633808,1.25
adjust_Normal_Flood,0.6587878912916747,0.6677587133541878
ReservoirRnormqMult,1.6738074298962908,1.491931005580271
AvWaterRateThreshold,32.66505987819473,55.63919297216126
QSplitMult,2.4064113700422665,3.200282345389864
ChanBottomWMult,1.2513078380969094,2.5
ChanDepthTMult,4.007086681624383,2.848021480899374
ChanSMult,0.3646724515422987,3.106053560490515
GwLoss,0.0,0.0
fracirrigated,0.2441990676435912,0.5
fracforest,0.2953217870822506,0.7391347547330812
fracrice,0.3530760869433184,0.5
fracother,0.3851202555583842,0.5
fracsealed,0.5,0.5
fracwater,0.5558835248042735,0.5
genua,0.0003601737718709,0.0017147730563975803
lambda,0.4138671254890977,0.21
thetas,0.6470456789145624,0.5230840605861475
thetar,0.5,0.5
ksat,20.03688223431704,33.66368782916517
